timestamp,temperature,humidity,pH,soil_moisture
2024-11-01 20:41:00,15.7,76.4,6.9,23.5
2024-11-01 20:42:00,14.9,77.6,6.9,23.1
2024-11-01 20:43:00,34.8,45.7,6.8,21.5
2024-11-01 20:44:00,32.5,48.7,6.9,20.3
2024-11-01 20:45:00,15.5,76.6,6.9,19.3
2024-11-01 20:46:00,14.7,77.8,6.9,19.0
2024-11-01 20:47:00,34.3,46.0,6.8,17.6
2024-11-01 20:48:00,32.1,49.0,6.9,16.5
2024-11-01 20:49:00,15.2,76.9,6.9,15.6
2024-11-01 20:50:00,14.4,78.1,6.9,15.3
2024-11-01 20:51:00,33.6,46.4,6.8,14.2
2024-11-01 20:52:00,31.4,49.4,6.9,13.3
2024-11-01 20:53:00,14.8,77.3,6.9,12.5
2024-11-01 20:54:00,14.0,78.5,6.9,12.3
2024-11-01 20:55:00,32.8,46.9,6.8,11.4
2024-11-01 20:56:00,30.6,49.9,6.9,10.7
2024-11-01 20:57:00,14.3,77.7,6.9,78.1
2024-11-01 20:58:00,13.5,78.9,6.9,77.7
