timestamp,pH,water_temperature,dissolved_oxygen_mg_L,turbidity_ntu,conductivity_uS_cm
2024-02-17 16:33:00,3.8,18.5,3.2,712.4,2525
2024-02-17 16:33:45,4.0,19.1,3.1,785.6,2685
2024-02-17 16:34:30,4.2,19.5,2.9,825.3,2785
2024-02-17 16:35:15,4.4,19.8,2.7,850.7,2848
2024-02-17 16:36:00,4.5,19.6,2.5,812.5,2758
2024-02-17 16:36:45,4.7,19.2,2.4,758.4,2625
2024-02-17 16:37:30,4.9,18.7,2.3,685.7,2485
2024-02-17 16:38:15,5.1,18.2,2.2,612.8,2358
2024-02-17 16:39:00,5.3,17.6,2.1,545.3,2225
2024-02-17 16:39:45,5.4,17.3,2.3,485.7,2105
2024-02-17 16:40:30,5.6,17.0,2.5,425.8,1985
2024-02-17 16:41:15,5.7,16.9,2.7,372.5,1875
2024-02-17 16:42:00,5.9,16.7,3.0,325.4,1758
2024-02-17 16:42:45,6.0,16.6,3.3,285.7,1652
2024-02-17 16:43:30,6.1,17.0,3.6,252.3,1558
2024-02-17 16:44:15,6.3,17.6,3.9,225.8,1475
2024-02-17 16:45:00,6.4,18.3,4.2,202.5,1395
2024-02-17 16:45:45,6.5,18.9,4.5,185.7,1325
2024-02-17 16:46:30,6.6,19.3,4.7,172.8,1265
2024-02-17 16:47:15,6.7,19.5,4.9,165.3,1225
2024-02-17 16:48:00,6.8,19.3,5.1,158.5,1185
2024-02-17 16:48:45,6.9,18.9,5.4,145.7,1145
2024-02-17 16:49:30,6.9,18.4,5.7,132.8,1105
2024-02-17 16:50:15,7.0,17.9,6.0,122.5,1068
2024-02-17 16:51:00,7.0,17.4,6.3,115.4,1035
2024-02-17 16:51:45,7.1,16.8,6.8,95.7,958
2024-02-17 16:52:30,7.1,18.7,6.5,102.5,995
2024-02-17 16:53:15,7.2,19.0,6.7,88.3,945
2024-02-17 16:54:00,7.1,17.2,7.1,78.5,885
2024-02-17 16:54:45,7.2,16.7,7.5,68.7,825
2024-02-17 16:55:30,7.1,18.8,7.2,75.3,865
2024-02-17 16:56:15,7.2,18.9,7.4,65.8,805
2024-02-17 16:57:00,7.1,17.1,7.8,58.5,755
2024-02-17 16:57:45,7.2,16.6,8.2,52.3,715
2024-02-17 16:58:30,7.1,18.6,7.9,58.7,745
2024-02-17 16:59:15,7.2,18.8,8.0,48.5,695
2024-02-17 17:00:00,7.1,17.0,8.5,42.8,665
2024-02-17 17:00:45,7.2,16.5,8.8,38.5,625
2024-02-17 17:01:30,7.1,18.5,8.6,43.2,655
2024-02-17 17:02:15,7.2,18.7,8.7,36.7,605
2024-02-17 17:03:00,7.1,16.9,9.0,32.5,585
2024-02-17 17:03:45,7.2,16.4,9.3,29.3,555
2024-02-17 17:04:30,7.1,18.4,9.1,33.8,575
2024-02-17 17:05:15,7.2,18.6,9.2,27.5,535
2024-02-17 17:06:00,7.1,16.8,9.4,24.8,515
2024-02-17 17:06:45,7.2,16.3,9.6,22.5,495
2024-02-17 17:07:30,7.1,18.3,9.5,26.3,515
2024-02-17 17:08:15,7.2,18.5,9.5,20.7,485
2024-02-17 17:09:00,7.2,16.7,9.6,18.5,465
2024-02-17 17:09:45,7.3,16.2,9.8,16.8,445
2024-02-17 17:10:30,6.3,17.6,3.9,225.8,1475
2024-02-17 17:11:15,6.4,18.3,4.2,202.5,1395
2024-02-17 17:12:00,6.5,18.9,4.5,185.7,1325
2024-02-17 17:12:45,6.6,19.3,4.7,172.8,1265
2024-02-17 17:13:30,6.7,19.5,4.9,165.3,1225
